[2021-03-05 19:28:10.448] [ConceptEngine] [info] ConceptEngineFramework Window class created.
[2021-03-05 19:28:10.475] [ConceptEngine] [info] CPU: AMD Ryzen 9 3900X 12-Core Processor            , Threads: 24, RAM: 32689 MB
[2021-03-05 19:28:10.475] [ConceptEngine] [info] ConceptEngineFramework DirectX 12 class created.
[2021-03-05 19:28:10.475] [ConceptEngine] [info] ConceptEngineFramework DirectX 12 Manager class created.
[2021-03-05 19:28:10.475] [ConceptEngine] [info] InitPlayground Loaded Class Name: class ConceptEngineFramework::Graphics::CEPlayground * __ptr64
[2021-03-05 19:28:10.649] [ConceptEngine] [info] Direct3D Adapter (0): VID:4318, PID:9348 - GPU: NVIDIA GeForce RTX 3070
[2021-03-05 19:28:10.890] [ConceptEngine] [info] *** Adapter: NVIDIA GeForce RTX 3070
[2021-03-05 19:28:10.891] [ConceptEngine] [info] *** Adapter: Microsoft Basic Render Driver
[2021-03-05 19:28:10.891] [ConceptEngine] [info] *** Output: \\.\DISPLAY2
[2021-03-05 19:28:10.905] [ConceptEngine] [info] *** Output: \\.\DISPLAY1
[2021-03-05 19:28:10.951] [ConceptEngine] [info] Min Feature Level Support: 11.0
[2021-03-05 19:28:10.951] [ConceptEngine] [info] Max Feature Level Support: 12.1
[2021-03-05 19:28:10.951] [ConceptEngine] [info] Ray Tracing Support: TRUE
[2021-03-05 19:28:10.951] [ConceptEngine] [info] Tearing Support: TRUE
[2021-03-05 19:28:10.951] [ConceptEngine] [info] 4x MSAA (MultiSampling) Quality: 1
[2021-03-05 19:28:10.951] [ConceptEngine] [info] RefreshRate: 144000/1001
[2021-03-05 19:28:10.957] [ConceptEngine] [info] Loading Texture: F:\Projects\ConceptEngine\ConceptEngine\ConceptEngine\ConceptEngineFramework\Graphics\DirectX12\Resources\Textures\bricks3.dds
[2021-03-05 19:28:10.958] [ConceptEngine] [info] Loading Texture: F:\Projects\ConceptEngine\ConceptEngine\ConceptEngine\ConceptEngineFramework\Graphics\DirectX12\Resources\Textures\checkboard.dds
[2021-03-05 19:28:10.959] [ConceptEngine] [info] Loading Texture: F:\Projects\ConceptEngine\ConceptEngine\ConceptEngine\ConceptEngineFramework\Graphics\DirectX12\Resources\Textures\ice.dds
[2021-03-05 19:28:10.960] [ConceptEngine] [info] Loading Texture: F:\Projects\ConceptEngine\ConceptEngine\ConceptEngine\ConceptEngineFramework\Graphics\DirectX12\Resources\Textures\white1x1.dds
[2021-03-05 19:28:10.962] [ConceptEngine] [info] Loading Shader: F:\Projects\ConceptEngine\ConceptEngine\ConceptEngine\ConceptEngineFramework\Graphics\DirectX12\Resources\Shaders\CEStencilVertexShader.hlsl
[2021-03-05 19:28:10.969] [ConceptEngine] [info] Loading Shader: F:\Projects\ConceptEngine\ConceptEngine\ConceptEngine\ConceptEngineFramework\Graphics\DirectX12\Resources\Shaders\CEStencilPixelShader.hlsl
[2021-03-05 19:28:10.985] [ConceptEngine] [info] Loading Shader: F:\Projects\ConceptEngine\ConceptEngine\ConceptEngine\ConceptEngineFramework\Graphics\DirectX12\Resources\Shaders\CEStencilPixelShader.hlsl
[2021-03-05 19:28:11.002] [ConceptEngine] [info] Loading Model from TXT: F:\Projects\ConceptEngine\ConceptEngine\ConceptEngine\ConceptEngineFramework\Graphics\DirectX12\Resources\Models\skull.txt
[2021-03-05 19:28:16.199] [ConceptEngine] [info] FPS: 1743
[2021-03-05 19:28:16.199] [ConceptEngine] [info] MSPF: 0.5737235
[2021-03-05 19:28:17.199] [ConceptEngine] [info] FPS: 2036
[2021-03-05 19:28:17.199] [ConceptEngine] [info] MSPF: 0.49115914
[2021-03-05 19:28:18.199] [ConceptEngine] [info] FPS: 2376
[2021-03-05 19:28:18.199] [ConceptEngine] [info] MSPF: 0.42087543
[2021-03-05 19:28:19.199] [ConceptEngine] [info] FPS: 2282
[2021-03-05 19:28:19.199] [ConceptEngine] [info] MSPF: 0.4382121
[2021-03-05 19:28:20.199] [ConceptEngine] [info] FPS: 2265
[2021-03-05 19:28:20.199] [ConceptEngine] [info] MSPF: 0.4415011
[2021-03-05 19:28:21.199] [ConceptEngine] [info] FPS: 2230
[2021-03-05 19:28:21.199] [ConceptEngine] [info] MSPF: 0.44843048
[2021-03-05 19:28:22.199] [ConceptEngine] [info] FPS: 2194
[2021-03-05 19:28:22.200] [ConceptEngine] [info] MSPF: 0.45578852
[2021-03-05 19:28:23.199] [ConceptEngine] [info] FPS: 2138
[2021-03-05 19:28:23.199] [ConceptEngine] [info] MSPF: 0.46772686
[2021-03-05 19:28:24.199] [ConceptEngine] [info] FPS: 2104
[2021-03-05 19:28:24.199] [ConceptEngine] [info] MSPF: 0.47528517
[2021-03-05 19:28:25.199] [ConceptEngine] [info] FPS: 2120
[2021-03-05 19:28:25.199] [ConceptEngine] [info] MSPF: 0.4716981
[2021-03-05 19:28:26.199] [ConceptEngine] [info] FPS: 2080
[2021-03-05 19:28:26.200] [ConceptEngine] [info] MSPF: 0.48076922
[2021-03-05 19:28:27.199] [ConceptEngine] [info] FPS: 2068
[2021-03-05 19:28:27.199] [ConceptEngine] [info] MSPF: 0.48355898
[2021-03-05 19:28:28.199] [ConceptEngine] [info] FPS: 2063
[2021-03-05 19:28:28.199] [ConceptEngine] [info] MSPF: 0.484731
[2021-03-05 19:28:29.200] [ConceptEngine] [info] FPS: 2027
[2021-03-05 19:28:29.200] [ConceptEngine] [info] MSPF: 0.49333993
[2021-03-05 19:28:30.199] [ConceptEngine] [info] FPS: 1998
[2021-03-05 19:28:30.199] [ConceptEngine] [info] MSPF: 0.5005005
[2021-03-05 19:28:31.199] [ConceptEngine] [info] FPS: 2015
[2021-03-05 19:28:31.199] [ConceptEngine] [info] MSPF: 0.49627793
[2021-03-05 19:28:32.199] [ConceptEngine] [info] FPS: 1547
[2021-03-05 19:28:32.199] [ConceptEngine] [info] MSPF: 0.64641243
[2021-03-05 19:28:33.199] [ConceptEngine] [info] FPS: 1934
[2021-03-05 19:28:33.200] [ConceptEngine] [info] MSPF: 0.5170631
[2021-03-05 19:28:34.199] [ConceptEngine] [info] FPS: 1969
[2021-03-05 19:28:34.199] [ConceptEngine] [info] MSPF: 0.50787205
[2021-03-05 19:28:35.199] [ConceptEngine] [info] FPS: 2081
[2021-03-05 19:28:35.199] [ConceptEngine] [info] MSPF: 0.4805382
[2021-03-05 19:28:36.199] [ConceptEngine] [info] FPS: 2055
[2021-03-05 19:28:36.199] [ConceptEngine] [info] MSPF: 0.486618
[2021-03-05 19:28:37.199] [ConceptEngine] [info] FPS: 2046
[2021-03-05 19:28:37.199] [ConceptEngine] [info] MSPF: 0.48875856
[2021-03-05 19:28:38.199] [ConceptEngine] [info] FPS: 2056
[2021-03-05 19:28:38.200] [ConceptEngine] [info] MSPF: 0.48638132
[2021-03-05 19:28:39.199] [ConceptEngine] [info] FPS: 2050
[2021-03-05 19:28:39.199] [ConceptEngine] [info] MSPF: 0.4878049
[2021-03-05 19:28:40.199] [ConceptEngine] [info] FPS: 2046
[2021-03-05 19:28:40.199] [ConceptEngine] [info] MSPF: 0.48875856
[2021-03-05 19:28:41.199] [ConceptEngine] [info] FPS: 2052
[2021-03-05 19:28:41.199] [ConceptEngine] [info] MSPF: 0.48732942
[2021-03-05 19:28:42.199] [ConceptEngine] [info] FPS: 2040
[2021-03-05 19:28:42.199] [ConceptEngine] [info] MSPF: 0.49019608
